id,user_id,amount,price,qty,fare,distance,value,join_date
410,U280,592.0,42.69770694136863,10.0,237,70,97,2025-09-18
411,U247,277.0,-8.01999021602635,17.0,337,22,226,2025-01-13
412,U258,798.0,36.358844573717214,2.0,-1,32,10,2025-02-17
413,U160,815.0,-7.010748230007142,0.0,466,84,144,2025-11-09
414,U152,426.0,96.2867751777478,10.0,227,1,706,2025-10-18
415,U178,633.0,4.019935536515586,15.0,249,54,360,2025-11-28
416,U163,105.0,67.84571589636806,17.0,84,58,149,2025-04-04
417,U033,354.0,97.00539551812945,15.0,96,70,627,2025-09-18
418,U179,420.0,80.86429568332291,9.0,439,83,142,2025-10-05
419,U101,916.0,66.92469126388241,17.0,427,18,629,2025-12-25
420,U268,855.0,82.34070004508436,5.0,108,6,187,2025-07-24
421,U065,625.0,97.99785625866905,18.0,333,45,819,2025-07-04
422,U168,913.0,58.34789469788825,3.0,112,97,367,2025-06-24
423,U043,400.0,51.51032875122591,12.0,390,23,389,2025-11-05
424,U044,,59.10619215096095,13.0,138,23,917,2025-03-10
425,U285,285.0,48.59434754377105,2.0,364,26,880,2025-04-14
426,U012,483.0,59.85980165006907,9.0,288,77,667,2025-09-03
427,U095,294.0,39.482642876981515,5.0,130,7,459,2025-06-10
428,U253,987.0,14.028750117163781,0.0,237,79,595,2025-07-19
429,U242,620.0,3.2271949162843185,13.0,136,44,472,2025-08-04
430,U035,-29.0,-2.482497091451357,,87,27,999,2025-07-31
431,U215,173.0,18.96473621285201,18.0,79,26,117,2025-01-16
432,U090,237.0,-4.926407923069278,13.0,143,97,131,2025-11-28
433,U264,506.0,52.38878579113241,9.0,265,79,26,2025-07-24
434,U093,65.0,21.22112917258723,16.0,93,36,205,2025-12-31
435,U090,-90.0,80.69882888957353,8.0,-35,55,336,2025-02-08
436,U115,628.0,-1.8335039712774908,5.0,251,64,327,2025-03-30
437,U105,700.0,14.898664377563453,10.0,372,91,818,2025-09-13
438,U196,1.0,70.32707617991605,6.0,194,57,488,2025-09-11
439,U114,678.0,,16.0,56,69,261,2025-08-04
440,U075,113.0,-2.9059601625915708,0.0,37,61,512,2025-10-30
441,U217,300.0,86.49634028784205,4.0,78,2,128,2025-06-21
442,U277,487.0,86.49879391087974,8.0,290,55,683,2025-05-17
443,U249,788.0,26.344880426335124,17.0,-47,97,719,2025-06-27
444,U164,969.0,27.44464276845212,1.0,276,80,507,2025-03-18
445,U192,491.0,98.79311941851913,10.0,359,87,495,2025-07-07
446,U227,-9.0,58.87937887524521,5.0,255,38,54,2025-01-15
447,U177,572.0,48.4448172624865,7.0,174,80,323,2025-10-19
448,U099,613.0,82.1967401907117,,297,78,188,2025-11-15
449,U036,835.0,21.381937219304806,17.0,270,29,903,2025-11-21
450,U096,141.0,37.21008527359926,10.0,130,26,427,2025-08-02
451,U152,-99.0,19.455434303716757,4.0,335,35,565,2025-07-27
452,U151,124.0,76.80769312476046,14.0,57,79,792,2025-06-18
453,U190,700.0,,17.0,480,67,87,2025-11-26
454,U224,488.0,62.47075771540776,1.0,359,87,335,2025-10-07
455,U037,15.0,17.753797482334722,10.0,245,29,699,2025-11-01
456,U268,817.0,14.224783151504663,12.0,120,34,366,2025-05-26
457,U183,93.0,43.72120918812326,3.0,280,97,425,2025-09-20
458,U013,770.0,71.13223240021095,6.0,442,41,972,2025-01-04
459,U279,-11.0,47.77637332721762,10.0,144,41,524,2025-03-31
460,U217,,-6.408975469976453,3.0,-39,23,223,2025-03-01
461,U286,42.0,85.54066569523177,14.0,144,71,863,2025-11-07
462,U273,893.0,-2.8844417133355273,0.0,439,3,83,2025-01-16
463,U062,5.0,95.14069320928274,2.0,131,58,572,2025-08-15
464,U084,786.0,-7.2343845895,13.0,265,32,588,2025-01-29
465,U217,327.0,66.38955017437796,5.0,-21,31,518,2025-05-31
466,U187,216.0,-0.9572229917040183,17.0,45,82,341,2025-09-02
467,U019,534.0,90.17442373786535,0.0,330,43,102,2025-09-27
468,U177,-92.0,41.08765598480971,5.0,393,7,697,2025-03-20
469,U100,673.0,5.127615229871692,5.0,247,1,666,2025-10-16
470,U233,996.0,27.489726976883126,15.0,310,61,528,2025-06-02
471,U076,122.0,8.130714288143825,4.0,323,14,278,2025-10-04
472,U265,452.0,8.7640102712799,16.0,252,52,385,2025-10-06
473,U284,615.0,94.29191521885865,9.0,370,96,843,2025-02-26
474,U206,10.0,38.9770723513267,17.0,195,6,13,2025-07-05
475,U223,150.0,76.76824902958955,6.0,186,10,147,2025-04-03
476,U052,282.0,60.35661172954501,2.0,483,71,240,2025-10-03
477,U144,-94.0,64.40689985722315,12.0,134,90,609,2025-06-07
478,U069,358.0,4.486278231924237,14.0,417,98,538,2025-10-02
479,U099,107.0,15.760289149703425,19.0,312,30,61,2025-06-30
480,U025,799.0,76.54253686698806,18.0,232,21,655,2025-12-25
481,U053,-79.0,96.78428271222613,2.0,285,60,732,2025-03-18
482,U151,309.0,18.89432068585169,3.0,111,81,334,2025-05-31
483,U144,794.0,19.872564122614385,4.0,109,97,979,2025-08-26
484,U057,414.0,42.01868460919953,0.0,423,74,914,2025-10-16
485,U039,708.0,98.22243441409816,3.0,271,63,740,2025-08-19
486,U109,773.0,19.585484040911815,11.0,-39,42,726,2025-01-18
487,U181,-87.0,34.766910059769025,9.0,373,51,732,2025-03-14
488,U042,870.0,88.06280171858575,19.0,22,64,286,2025-07-08
489,U186,877.0,-9.67868641165018,12.0,150,76,545,2025-01-17
490,U223,913.0,-5.62574385125735,13.0,471,56,495,2025-01-19
491,U122,935.0,56.44788447783411,4.0,454,80,525,2025-08-07
492,U133,-14.0,89.81181811841317,3.0,-12,41,161,2025-11-22
493,U163,808.0,16.27423264421204,13.0,9,32,964,2025-04-30
494,U215,21.0,41.66059521487799,9.0,270,15,492,2025-04-11
495,U221,649.0,39.55118318236001,16.0,384,62,268,2025-02-03
496,U235,584.0,42.02684807050612,,357,27,333,2025-03-25
497,U146,208.0,58.47716653027197,6.0,335,28,878,2025-07-15
498,U239,594.0,41.67181392897521,15.0,27,81,177,2025-11-26
499,U076,187.0,,0.0,143,64,697,2025-07-21
500,U009,206.0,42.171726247438656,16.0,234,59,319,2025-12-10
501,U074,813.0,54.995418539814565,8.0,476,58,812,2025-12-07
502,U253,561.0,49.07082371864942,5.0,473,2,488,2025-01-11
503,U230,448.0,83.95495974155547,18.0,105,36,65,2025-12-13
504,U007,211.0,-4.555346115696672,12.0,289,71,629,2025-08-06
505,U174,772.0,81.66487786203137,2.0,74,13,482,2025-09-10
506,U141,982.0,82.83170738728964,6.0,229,15,305,2025-08-10
507,U168,823.0,21.339882368405693,8.0,77,89,470,2025-03-21
508,U170,654.0,40.91371505174357,4.0,263,87,333,2025-01-07
509,U283,-66.0,38.23923373911791,9.0,281,60,823,2025-09-29
510,U122,344.0,14.036081778954333,16.0,99,22,855,2025-08-15
511,U194,-8.0,33.64765317949481,11.0,403,63,150,2025-01-16
512,U005,252.0,-5.117345061206012,15.0,-15,90,676,2025-01-12
513,U029,802.0,20.560428005990786,2.0,369,97,271,2025-10-18
514,U165,761.0,79.835039299579,8.0,-29,75,794,2025-08-29
515,U136,58.0,21.30185319391873,14.0,155,74,429,2025-01-21
516,U145,856.0,80.00273356230723,4.0,305,25,753,2025-06-27
517,U217,-77.0,48.4759411064874,12.0,389,48,250,2025-08-16
518,U132,303.0,86.7848945097276,13.0,45,43,364,2025-09-30
519,U292,704.0,53.22575096908567,,113,38,858,2025-10-15
520,U070,415.0,-6.73649546287862,14.0,97,41,779,2025-10-24
521,U252,631.0,64.29622283017981,15.0,479,45,770,2025-05-14
522,U275,431.0,-5.066107517407447,12.0,243,88,598,2025-10-10
523,U182,,39.56567208814474,16.0,144,40,189,2025-06-02
524,U167,51.0,92.23693639204254,7.0,429,97,75,2025-03-07
525,U091,846.0,8.172433327163517,1.0,72,17,829,2025-05-17
526,U202,507.0,32.88595882356985,4.0,349,88,357,2025-04-02
527,U019,319.0,70.28463397333263,5.0,401,57,180,2025-11-13
528,U039,765.0,87.04844117043324,11.0,53,2,483,2025-09-16
529,U126,477.0,63.803730521675874,17.0,411,96,543,2025-04-13
530,U173,234.0,18.399057961028614,0.0,345,62,376,2025-02-24
531,U141,831.0,64.20686382078378,16.0,286,88,116,2025-09-14
532,U242,194.0,22.640040521449897,10.0,91,9,448,2025-04-11
533,U220,654.0,69.02721528006087,9.0,266,68,844,2025-07-17
534,U126,85.0,94.94364403435446,18.0,476,81,236,2025-10-28
535,U058,536.0,69.35327962169171,13.0,350,17,453,2025-08-14
536,U148,429.0,84.91685532036536,9.0,259,50,451,2025-08-25
537,U001,-80.0,-9.768577250652825,14.0,444,94,405,2025-01-26
538,U190,810.0,68.93293372047538,18.0,58,40,737,2025-05-01
539,U191,766.0,81.25463125517753,3.0,321,58,590,2025-07-01
540,U117,693.0,-5.538538870085043,1.0,155,75,93,2025-07-18
541,U134,-1.0,85.87575000170537,8.0,-8,85,624,2025-10-29
542,U058,651.0,18.236365114105045,9.0,194,21,560,2025-09-12
543,U044,377.0,63.182131217586075,10.0,236,18,22,2025-05-02
544,U173,839.0,78.03903669257473,13.0,304,55,818,2025-01-31
545,U160,425.0,62.893096436529106,6.0,425,29,834,2025-11-11
546,U173,233.0,0.15132712805829662,14.0,32,24,702,2025-10-12
547,U149,-99.0,55.59536707464052,18.0,59,74,502,2025-04-16
548,U080,274.0,50.454202239435794,14.0,139,17,277,2025-08-12
549,U213,192.0,89.03533948816987,7.0,200,18,534,2025-09-30
550,U203,736.0,34.46637026086301,10.0,240,42,129,2025-08-20
551,U252,904.0,25.318920679575513,8.0,150,84,979,2025-09-13
552,U229,452.0,72.48358408801128,14.0,275,45,362,2025-01-24
553,U164,217.0,35.39428586917363,0.0,460,82,66,2025-04-19
554,U227,280.0,61.07057925055693,0.0,358,17,49,2025-07-10
555,U147,-87.0,61.10950991370677,18.0,457,73,895,2025-12-13
556,U020,403.0,87.68429707961296,2.0,21,14,345,2025-01-25
557,U047,130.0,55.85616425510071,9.0,196,49,649,2025-07-06
558,U233,29.0,45.236897095818556,7.0,293,29,182,2025-10-15
559,U014,737.0,5.275845903616871,14.0,3,95,556,2025-04-26
560,U143,790.0,2.731136734657589,9.0,477,4,268,2025-12-04
561,U001,-73.0,6.975372181138731,0.0,481,82,897,2025-02-06
562,U054,-35.0,8.903332945980395,17.0,142,20,526,2025-10-09
563,U259,160.0,60.16648019299973,1.0,7,47,739,2025-05-17
564,U144,359.0,71.50793753020363,18.0,386,9,532,2025-08-15
565,U012,200.0,48.29906752190606,12.0,60,77,903,2025-11-16
566,U224,818.0,81.19195058000402,0.0,78,79,848,2025-11-24
567,U272,186.0,,1.0,275,27,126,2025-07-01
568,U156,933.0,80.20138920312917,15.0,-43,15,193,2025-12-28
569,U008,529.0,66.43706110435551,14.0,-22,92,915,2025-03-27
570,U122,169.0,48.574196938086125,12.0,61,19,883,2025-02-22
571,U164,491.0,39.373837884217906,15.0,80,90,125,2025-12-14
572,U090,743.0,-0.716838140100343,16.0,137,52,171,2025-12-21
573,U136,761.0,33.930562323416005,6.0,424,26,588,2025-08-23
574,U186,32.0,90.11481004603476,16.0,313,89,721,2025-09-24
575,U178,871.0,78.88248928972082,6.0,153,26,552,2025-10-14
576,U028,412.0,13.765650151285591,12.0,161,26,596,2025-04-10
577,U220,212.0,41.32685631669374,4.0,225,46,246,2025-03-28
578,U041,475.0,79.83955228143991,16.0,22,92,848,2025-01-15
579,U228,785.0,-2.5876989735925227,2.0,192,49,75,2025-04-11
580,U192,586.0,32.613184423552525,6.0,51,82,79,2025-06-14
581,U145,64.0,,16.0,120,96,818,2025-01-29
582,U201,204.0,34.42876505871361,6.0,137,53,456,2025-04-24
583,U212,55.0,-1.4623890795415058,0.0,390,3,425,2025-04-17
584,U220,519.0,49.67878053854766,16.0,35,66,541,2025-12-30
585,U240,856.0,84.79167444101249,16.0,425,97,450,2025-05-10
586,U046,233.0,54.93140972484757,10.0,1,42,747,2025-03-25
587,U035,868.0,14.8907019035655,2.0,60,19,955,2025-09-28
588,U253,410.0,32.26635821511195,14.0,-8,17,473,2025-09-01
589,U082,943.0,39.51356973001254,10.0,160,33,930,2025-08-02
590,U256,181.0,53.71929892025795,15.0,149,76,405,2025-11-02
591,U197,696.0,73.52861283278743,8.0,-25,49,720,2025-06-15
592,U010,924.0,0.8760979404698936,0.0,248,56,560,2025-10-06
593,U286,18.0,87.86172363193229,15.0,26,63,666,2025-02-28
594,U242,958.0,-8.645932668231685,8.0,86,3,566,2025-03-31
595,U251,97.0,30.705756814168076,18.0,-31,49,404,2025-11-27
596,U005,384.0,-6.983765903007658,11.0,389,55,335,2025-07-13
597,U119,982.0,33.22716478798204,18.0,160,26,902,2025-05-03
598,U289,736.0,47.83938587606561,8.0,384,99,928,2025-05-16
599,U065,908.0,46.28495252396629,6.0,156,72,100,2025-05-19
600,U146,590.0,8.219118173109187,13.0,388,52,759,2025-08-17
601,U224,935.0,61.031456110517354,18.0,-9,7,79,2025-10-01
602,U239,389.0,-5.074370444486496,18.0,360,46,175,2025-02-19
603,U177,,73.8097502145657,1.0,472,46,651,2025-04-28
604,U267,592.0,94.13088773929009,8.0,376,16,223,2025-07-21
605,U282,141.0,27.37457098662297,12.0,224,24,861,2025-07-10
606,U063,25.0,46.89633198857651,14.0,397,61,610,2025-12-30
607,U217,116.0,31.68013058646958,2.0,318,54,344,2025-11-19
608,U283,962.0,-9.261857066553405,10.0,169,62,773,2025-06-30
609,U177,394.0,32.446195318462756,13.0,181,1,378,2025-03-19
610,U098,326.0,77.08922851874811,7.0,277,49,870,2025-03-16
611,U105,818.0,55.558772640182994,17.0,392,25,593,2025-10-22
612,U099,50.0,1.1385906076674814,18.0,1,10,686,2025-10-08
613,U006,283.0,83.18534386631636,15.0,325,80,58,2025-01-21
614,U197,207.0,48.41938793737671,1.0,212,16,61,2025-06-20
615,U133,645.0,82.58956979191437,7.0,216,58,298,2025-01-15
616,U259,791.0,53.82436706635323,5.0,308,72,799,2025-07-30
617,U023,274.0,51.565728932173386,11.0,266,29,635,2025-02-17
618,U053,931.0,1.5785103716713618,14.0,273,92,248,2025-03-27
619,U165,28.0,8.409570645249076,7.0,370,6,142,2025-05-29
620,U202,914.0,96.92277821462503,3.0,-5,16,795,2025-07-07
621,U083,568.0,15.133542143024783,14.0,218,20,175,2025-11-02
622,U145,416.0,97.51973297894047,19.0,330,80,383,2025-05-31
623,U085,-15.0,48.51039771766897,16.0,67,71,382,2025-05-21
624,U078,210.0,4.936795177033083,12.0,65,78,814,2025-03-10
625,U001,326.0,0.9232423029062247,17.0,209,43,487,2025-09-17
626,U051,13.0,12.9750477776314,1.0,24,26,764,2025-11-30
627,U173,202.0,91.82010630278694,12.0,429,90,488,2025-01-09
628,U205,643.0,35.55652467610495,12.0,254,78,841,2025-05-01
629,U260,487.0,33.49776947922058,14.0,-44,71,659,2025-04-11
630,U288,886.0,24.45268871771914,19.0,315,33,600,2025-05-29
631,U034,244.0,6.1768035623247215,9.0,472,26,691,2025-05-26
632,U095,713.0,43.66363169116471,2.0,297,45,644,2025-12-19
633,U072,700.0,4.305256076225255,18.0,387,84,697,2025-08-31
634,U039,924.0,81.90282600205603,2.0,164,63,309,2025-08-29
635,U154,976.0,30.74366849028371,13.0,378,67,91,2025-12-03
636,U250,992.0,31.2283924559976,7.0,447,52,96,2025-02-12
637,U162,260.0,42.140707133147146,3.0,489,68,234,2025-04-05
638,U118,909.0,38.854048448232675,19.0,316,26,25,2025-08-14
639,U259,603.0,99.43437703652538,10.0,262,75,831,2025-01-06
640,U268,,49.99192333401328,10.0,487,2,367,2025-08-02
641,U054,587.0,-0.297812583114224,10.0,3,14,172,2025-07-25
642,U236,680.0,56.7565075734623,1.0,490,30,619,2025-03-08
643,U222,484.0,6.674272215686795,16.0,416,49,677,2025-04-10
644,U251,488.0,-6.596859079552383,8.0,113,12,523,2025-01-12
645,U112,388.0,96.78163690449729,1.0,283,90,359,2025-08-25
646,U255,,75.08927806880203,14.0,496,44,918,2025-11-18
647,U207,393.0,97.81198916551436,15.0,297,33,690,2025-09-15
648,U229,-82.0,42.56662928244667,3.0,222,13,473,2025-12-03
649,U066,296.0,48.54832842638737,7.0,363,78,836,2025-05-15
650,U075,900.0,8.517065151104326,8.0,449,88,846,2025-08-10
651,U103,750.0,17.159816933434413,4.0,42,98,384,2025-06-05
652,U192,721.0,82.2404136393111,15.0,28,26,101,2025-05-22
653,U252,354.0,29.180421182935355,12.0,166,21,190,2025-06-07
654,U226,624.0,80.94964711760609,6.0,307,28,752,2025-11-22
655,U294,988.0,67.9915096715735,19.0,456,48,310,2025-12-10
656,U098,999.0,9.488801779905206,16.0,130,40,669,2025-09-19
657,U286,610.0,45.819100273171635,2.0,195,66,801,2025-10-10
658,U249,42.0,64.51260536705885,4.0,193,73,198,2025-12-04
659,U166,816.0,15.854093628420763,18.0,455,87,868,2025-12-10
660,U030,727.0,81.37573615720845,11.0,371,79,871,2025-08-17
661,U247,504.0,49.93104232997055,6.0,269,77,323,2025-10-07
662,U106,204.0,8.176625548686353,8.0,36,23,502,2025-12-24
663,U051,635.0,54.128286878106266,5.0,166,81,932,2025-10-17
664,U081,190.0,99.96851845715055,16.0,439,48,931,2025-06-17
665,U133,1.0,6.557364082975489,15.0,468,2,137,2025-02-16
666,U285,766.0,79.84326231314809,2.0,227,84,528,2025-07-22
667,U138,867.0,12.803990350631377,3.0,118,20,435,2025-08-02
668,U184,873.0,76.0627162406096,9.0,279,59,568,2025-09-03
669,U273,741.0,70.80357154335546,4.0,390,46,574,2025-01-24
670,U069,861.0,23.053832416047563,9.0,340,3,196,2025-11-17
671,U034,841.0,25.840542932089477,11.0,445,55,559,2025-10-01
672,U262,926.0,77.17735311592111,9.0,330,12,462,2025-02-13
673,U053,-16.0,40.75900630760439,12.0,255,40,480,2025-11-28
674,U205,227.0,70.38998315829896,10.0,462,66,997,2025-11-09
675,U126,,6.278256210241825,15.0,137,78,747,2025-12-29
676,U235,353.0,83.78135600917089,7.0,465,16,574,2025-06-05
677,U043,528.0,68.1973188350551,7.0,376,83,920,2025-07-18
678,U240,564.0,89.76370897183173,7.0,451,34,233,2025-06-11
679,U111,-89.0,4.56096169384697,12.0,209,44,163,2025-08-22
680,U249,203.0,55.23159503966575,1.0,462,6,569,2025-06-12
681,U151,874.0,55.90326435443576,11.0,20,77,360,2025-04-26
682,U183,682.0,28.88068146014607,9.0,427,64,156,2025-04-03
683,U095,-58.0,40.43130670261836,11.0,127,22,914,2025-02-11
684,U008,843.0,-5.822028038116118,10.0,406,18,585,2025-10-11
685,U184,242.0,72.04460424897132,14.0,138,12,358,2025-07-29
686,U281,397.0,50.42547273434914,15.0,240,52,191,2025-07-25
687,U195,263.0,-3.648484294390885,16.0,469,94,646,2025-08-08
688,U195,790.0,64.88314822565341,1.0,241,51,188,2025-10-07
689,U155,326.0,41.34602849543067,17.0,232,71,48,2025-05-16
690,U093,904.0,-6.20926146325,11.0,493,96,781,2025-04-16
691,U160,-80.0,96.65684995329049,18.0,326,48,903,2025-04-28
692,U061,306.0,94.40233573983845,17.0,105,19,12,2025-08-25
693,U122,518.0,46.41926577619173,16.0,457,6,73,2025-11-05
694,U051,914.0,0.3039662776501224,5.0,362,84,38,2025-04-10
695,U277,235.0,73.0083343758451,14.0,477,27,381,2025-09-18
696,U005,298.0,44.1124210116302,2.0,304,53,532,2025-11-01
697,U092,692.0,23.269222611831786,5.0,136,48,106,2025-12-20
698,U170,614.0,44.05599952814124,2.0,-20,7,879,2025-10-13
699,U022,-50.0,47.46885599460109,0.0,209,59,451,2025-11-24
700,U001,223.0,51.898286892457314,12.0,370,69,212,2025-04-13
701,U133,688.0,38.534608502085916,13.0,478,11,420,2025-03-04
702,U233,40.0,56.63308334529623,12.0,253,15,30,2025-06-24
703,U012,369.0,91.06081816670151,3.0,-12,64,560,2025-10-09
704,U046,686.0,29.849489580845024,6.0,438,3,744,2025-10-20
705,U034,863.0,69.8288109541944,9.0,491,69,111,2025-08-14
706,U078,907.0,88.38978125066554,6.0,227,23,55,2025-01-07
707,U218,272.0,40.15772033359306,14.0,152,53,75,2025-05-07
708,U073,393.0,38.780142002009455,14.0,15,37,612,2025-04-02
709,U282,650.0,56.232868389025754,3.0,57,9,173,2025-07-09
710,U249,190.0,55.054743536473694,5.0,217,15,980,2025-12-25
711,U047,5.0,78.72482765589046,19.0,171,3,120,2025-02-22
712,U121,569.0,42.41317221561219,4.0,479,93,347,2025-08-30
713,U214,-99.0,99.57352446033853,19.0,39,70,132,2025-05-12
714,U239,488.0,-3.4581274245991143,11.0,204,17,714,2025-12-30
715,U056,543.0,-9.65153665612281,0.0,404,26,456,2025-04-22
716,U107,-11.0,60.42181427155862,7.0,202,21,620,2025-01-07
717,U048,249.0,22.827840359806437,0.0,206,72,300,2025-08-18
718,U061,962.0,16.44206275694322,4.0,332,21,680,2025-06-05
719,U026,808.0,24.30889880047085,5.0,391,11,421,2025-07-16
720,U292,58.0,18.165232161544974,2.0,39,38,624,2025-11-19
721,U257,858.0,-6.613094537350737,14.0,339,72,906,2025-12-30
722,U008,211.0,96.86863466296475,4.0,-7,88,290,2025-08-11
723,U113,344.0,14.282003729805993,13.0,-32,35,52,2025-09-07
724,U253,197.0,70.7432738848237,17.0,50,14,495,2025-03-24
725,U180,851.0,73.88560341635929,15.0,306,14,605,2025-08-28
726,U207,,92.21831378079523,5.0,491,10,972,2025-12-26
727,U127,458.0,-6.639559719728203,13.0,-18,12,712,2025-11-19
728,U056,790.0,85.92531722917084,7.0,178,38,60,2025-09-20
729,U214,40.0,47.99487989237802,6.0,473,34,907,2025-07-08
730,U014,786.0,59.57985209624107,7.0,104,41,219,2025-10-17
731,U028,625.0,60.89173048331371,,372,10,135,2025-12-28
732,U078,949.0,80.17775854832003,5.0,195,17,501,2025-02-27
733,U216,420.0,26.674805437502158,17.0,354,17,518,2025-01-09
734,U154,-91.0,70.63563088459928,1.0,490,67,969,2025-10-31
735,U014,883.0,48.14359206944168,7.0,110,62,979,2025-04-25
736,U187,277.0,77.27334157358825,10.0,66,95,590,2025-07-29
737,U007,581.0,98.96006360471468,0.0,220,1,786,2025-02-10
738,U003,483.0,12.071611914413737,5.0,436,12,267,2025-10-31
739,U111,51.0,99.41135057159977,15.0,121,4,939,2025-06-22
740,U238,619.0,-0.12066302889486025,19.0,223,42,197,2025-08-22
741,U239,972.0,-9.745069730470474,11.0,208,13,239,2025-10-08
742,U274,758.0,-5.142187020438561,10.0,84,98,198,2025-03-19
743,U294,-51.0,27.596064521043786,9.0,371,85,424,2025-04-18
744,U227,563.0,59.61969637462775,2.0,370,86,19,2025-10-08
745,U015,430.0,-2.406750502336541,12.0,135,4,123,2025-02-08
746,U192,983.0,-9.3767604017476,2.0,313,82,85,2025-04-29
747,U119,756.0,93.08001313046742,14.0,327,69,685,2025-12-01
748,U028,45.0,80.41192995339226,15.0,472,19,511,2025-12-02
749,U202,814.0,79.01014882529341,12.0,145,2,94,2025-01-27
750,U039,892.0,87.28667030521748,16.0,47,12,58,2025-04-14
751,U273,141.0,67.00377000493148,2.0,-29,81,504,2025-03-15
752,U231,480.0,1.4844542722889589,19.0,399,74,847,2025-07-10
753,U086,586.0,33.90102068810953,10.0,121,98,698,2025-11-20
754,U126,382.0,69.54644351110925,18.0,332,6,396,2025-05-27
755,U025,572.0,20.8367906870673,10.0,83,8,979,2025-09-12
756,U145,530.0,65.61470005498613,15.0,375,51,398,2025-10-11
757,U013,560.0,-7.305170690558241,2.0,-26,11,227,2025-08-01
758,U212,561.0,23.675107496755253,5.0,452,63,710,2025-05-03
759,U025,704.0,50.40433699048899,13.0,134,57,990,2025-07-25
760,U068,318.0,59.52988124568665,17.0,34,12,355,2025-08-28
761,U067,887.0,53.47447309081019,16.0,93,73,239,2025-12-05
762,U233,549.0,66.75319036807724,3.0,361,2,264,2025-10-13
763,U109,868.0,-9.330237693617702,14.0,173,8,245,2025-01-22
764,U146,489.0,,10.0,169,11,35,2025-09-16
765,U111,408.0,,2.0,128,53,593,2025-12-23
766,U228,340.0,64.99235084991774,2.0,382,10,270,2025-04-15
767,U111,820.0,2.4224806954612426,15.0,214,85,775,2025-09-15
768,U034,669.0,82.62818811384372,4.0,378,84,280,2025-07-23
769,U111,162.0,16.64543396070236,9.0,365,8,132,2025-11-06
770,U264,536.0,42.60858726147458,18.0,402,36,665,2025-09-19
771,U236,358.0,5.971616417312632,3.0,146,93,266,2025-04-17
772,U083,898.0,68.11210620638774,18.0,2,76,665,2025-09-08
773,U042,599.0,63.35398631156946,10.0,429,14,430,2025-08-09
774,U101,201.0,13.22237182827498,1.0,392,54,268,2025-08-10
775,U006,453.0,84.9740843542702,9.0,279,85,957,2025-09-15
776,U180,187.0,34.14366266416834,10.0,200,86,56,2025-07-20
777,U282,520.0,22.1766600177816,19.0,72,21,872,2025-09-15
778,U226,905.0,6.756254841098901,15.0,336,50,534,2025-12-15
779,U229,-65.0,19.27848137670912,18.0,288,94,897,2025-08-13
780,U289,643.0,-7.5770386653801305,10.0,297,39,217,2025-07-21
781,U150,252.0,54.15832417017272,13.0,-22,20,320,2025-08-14
782,U277,-28.0,82.64538209783427,1.0,-16,88,756,2025-08-24
783,U198,547.0,50.3878494385806,4.0,467,87,158,2025-07-02
784,U070,993.0,14.12013581162633,4.0,345,7,843,2025-07-19
785,U112,324.0,-6.296390396474001,18.0,243,9,447,2025-12-23
786,U004,898.0,13.609088058468313,11.0,298,1,164,2025-09-03
787,U095,607.0,35.77335708782015,17.0,96,26,687,2025-12-19
788,U152,460.0,73.55725715697761,3.0,16,38,99,2025-04-21
789,U137,727.0,10.662713779155151,16.0,469,38,707,2025-01-06
790,U247,855.0,69.17705986901547,9.0,71,61,839,2025-08-24
791,U243,416.0,85.3626815187072,19.0,289,44,367,2025-05-07
792,U031,327.0,39.93415329191927,5.0,124,86,183,2025-04-14
793,U040,59.0,80.35751908068526,13.0,400,44,226,2025-08-25
794,U229,48.0,51.01230828386051,10.0,85,74,916,2025-06-04
795,U036,675.0,60.07999207889955,10.0,-35,62,465,2025-09-14
796,U223,-34.0,47.89063063720229,17.0,282,6,785,2025-08-23
797,U006,913.0,40.94899884264759,17.0,144,17,618,2025-10-16
798,U220,280.0,15.81187859534343,10.0,445,51,638,2025-02-09
799,U075,-43.0,23.351346540715063,11.0,-42,38,208,2025-10-15
800,U004,241.0,21.896713083796993,4.0,283,24,841,2025-07-16
801,U134,626.0,51.96178240491962,8.0,282,51,495,2025-09-30
802,U118,669.0,3.1949062326278916,8.0,276,10,542,2025-09-21
803,U094,513.0,90.84708597725687,9.0,-36,72,209,2025-02-26
804,U062,253.0,69.27206598114246,18.0,175,21,380,2025-10-25
805,U194,15.0,34.1590194004513,0.0,374,70,968,2025-04-08
806,U203,561.0,7.448655897901578,6.0,357,85,862,2025-05-17
807,U026,352.0,87.01913866937994,3.0,62,57,457,2025-03-28
808,U173,186.0,80.61558991112817,0.0,377,39,257,2025-08-30
809,U133,916.0,69.38937079888973,14.0,-50,88,797,2025-07-18
810,U118,210.0,19.87017521523666,7.0,215,33,273,2025-11-06
811,U275,107.0,34.26913011770358,11.0,440,59,67,2025-03-25
812,U212,517.0,1.3023077697665695,17.0,157,18,311,2025-08-30
813,U225,345.0,10.79434772002849,14.0,318,56,40,2025-10-08
814,U020,569.0,76.13183010484062,16.0,255,92,507,2025-11-19
815,U113,532.0,68.65425907357522,13.0,-39,57,258,2025-09-09
816,U140,-46.0,55.28343392735282,13.0,294,96,614,2025-07-09
817,U047,811.0,88.52993985187902,17.0,414,76,786,2025-06-01
818,U001,935.0,54.15931695943499,19.0,443,48,280,2025-10-29
